z sfrd
0.0 0.0
0.0002516594190965193 0.0005971143504184429
0.000311957334788386 0.0031878312038880066
0.0003193618339734138 0.0033950485501006793
0.00032012303019584546 0.0026856164083677823
0.00032184868038975854 0.0021630836435410673
0.0003513826582389653 0.0004044637269790478
0.0004531696649366607 0.00041660976403358246
0.0004908393144155414 0.028210151025164287
0.000491020023265386 0.022623861052212958
0.0004917399242592898 0.018205572287206435
0.0005156959159307873 0.01243572226360786
0.0006482339417295299 0.005706137815575174
0.0006665927514480372 0.006002048855122096
0.0007451563510982229 0.03208069643035845
0.0007991344673355346 0.05730251797341265
0.000831525305617489 0.07685009063655757
0.0008800113138697503 0.05722451958374012
0.0009205079754654316 0.047922790263347476
0.0010749203251461863 0.026205235438569174
0.0010907801426323811 0.021083446415138866
0.0012245799500119024 0.015744196730852558
0.0012850216905671004 0.01741537657498846
0.0014578089653219683 0.020249754997075396
0.0015243476030372234 0.019330196980286662
0.0016534597375707201 0.017771347845335916
0.0017660364515580888 0.02001112094109474
0.001962283240565275 0.017019591174608883
0.0020548518434039555 0.016898627692697992
0.0021996876654914533 0.016938127031512984
0.0023594938358354506 0.014503656001700909
0.0025705595703862465 0.011726725918559944
0.0027856087166347556 0.010198885938531712
0.003005187021311054 0.010105416793870047
0.003280768802399891 0.011625266208583566
0.003528446166950875 0.01202135617306218
0.0038023552514558144 0.01538044353284529
0.0040465690683834194 0.014328990063289285
0.004438870410488742 0.01758540200732729
0.00469794049780141 0.014576765618869104
0.005045036690945151 0.013986069505080863
0.005496633903437639 0.011436522270342355
0.005927610036843454 0.010553314268996456
0.006389089783127033 0.010353106006893577
0.006858161157605469 0.009412043310462083
0.007447905403921128 0.00948877846729375
0.008034721187771944 0.008978241498483306
0.00861829274796315 0.009327867496194079
0.00933776191891484 0.009767634414388411
0.009956670045745335 0.00929771288860473
0.010749725179890047 0.008744680123659703
0.011741059537796703 0.00847545669511561
0.012554884284183788 0.008505851183874601
0.013654703563972175 0.009650542364275297
0.014602834984465067 0.010455986069634784
0.01575972411163352 0.011663592239021407
0.01695626308997708 0.011533678452475837
0.018247563700455032 0.011791709341247333
0.019482057784251463 0.010863240976941167
0.021018240327133588 0.009683658818353341
0.022734139975812057 0.009370900347646748
0.024444864407039187 0.008943039866878302
0.026420495969697467 0.009219200940350215
0.028560631276610512 0.00953961416915735
0.03060555602738592 0.009772344477248753
0.032947219242933166 0.00994897194861753
0.035521191617547146 0.009885063735450244
0.03825152678630267 0.010037007895096662
0.041047055187098634 0.009753108893451724
0.04428389727182083 0.010116598344216564
0.047805610660281904 0.010591135060238642
0.0513360923875703 0.011473138360567672
0.055055233005661376 0.011770122318583189
0.05921131365033063 0.01207211849581675
0.06378819186359438 0.01253658332954385
0.06848909302054332 0.013074384695716208
0.07160405462050524 0.013339347568476592
0.07352522017632784 0.013377096003159557
0.07613914564756996 0.010941921523102627
0.08538982865720728 0.011258179203294591
0.09570370536496124 0.011615274095269268
0.10719068018712598 0.012018410761049725
0.11997000221489988 0.012473417603286815
0.1341708309339019 0.012986799875895903
0.1499329300833929 0.01356579387853502
0.16740742437381942 0.014218411227860182
0.18675769577881918 0.014953470887195766
0.20816047036705096 0.01578061274870731
0.2318071096827633 0.016710280592927215
0.25790517092441323 0.017753663541757135
0.2866803079488305 0.018922583359631373
0.3183785499863218 0.020229308902310544
0.35326904149294525 0.021686281635888194
0.3916472706736226 0.023305729154192052
0.4338388916637858 0.02509915299730496
0.4802041667784643 0.02707667126446052
0.53114309128761 0.029246205476559536
0.5871012600208846 0.0316125080709852
0.6485765246318189 0.034176032353064295
0.7161264771134689 0.03693164598684647
0.7903767981964958 0.03986717617757235
0.8720305232736973 0.04296173498226702
0.9618782565629663 0.04618367863354287
1.0608093859534442 0.04948790179681074
1.1698243720007542 0.052811968061751
1.2900482132683742 0.05607046883583223
1.422745207293528 0.05914739068475464
1.5693352089134185 0.06188796029102573
1.7314116162768165 0.0640950891805599
1.9107613861568031 0.06553988372893976
2.109387436972872 0.06599539493185749
2.3295338593784303 0.0652918387544987
2.5737143973067003 0.06337366380257455
2.84474471785505 0.06033015228263556
3.145779021584792 0.05638281718769633
3.480351593314429 0.0518359485100068
3.852423937625839 0.04701298694722056
4.266438201021171 0.042202082001774076
4.7273776485041665 0.03762380043543649
5.240835052480681 0.03342193745953768
5.813089951232972 0.029670947175551663
6.451195859434099 0.026391645013774293
7.163078655595322 0.023568514087342795
7.957647536145072 0.02116474056727143
