z sfrd
0 0
0.00042948629567086114 0.04167617166226837
0.0004307572933562155 0.028618563032564704
0.0004533555094115647 0.020567115006059525
0.0005367139366754857 0.016448099921139558
0.0007406283770838678 0.03166330128449991
0.0008184111861376514 0.046482596035828896
0.0008781760686264391 0.04050478276614603
0.0009541695620489348 0.03355797594081078
0.001108408259575864 0.029178700287080157
0.0012781904774886498 0.025567463718611856
0.0014493825746680392 0.022920129580131367
0.0016339654963130861 0.020094252598594903
0.0018786573474940684 0.019216999304192812
0.0020890986359914355 0.016818890984873734
0.0023844086746325753 0.015242030547472956
0.0027062970155594416 0.013390913618120783
0.0031874226914090616 0.013424089338640477
0.0036631680639717854 0.014060132710005748
0.00418897378318979 0.015147105262719344
0.004611292583257881 0.013774237442325773
0.005186062715793941 0.012796567623550139
0.0058125348444004726 0.011578278830291009
0.006648136442131746 0.01079040697750866
0.007652741612102602 0.010534484787861304
0.008696102877880817 0.010154399765979275
0.009798926627397151 0.009278744378608943
0.011193016079603178 0.008860645964860239
0.013047385792299459 0.009728772901353084
0.014779020600353902 0.01016431242457828
0.016708848561069398 0.01076380318221421
0.018683071416497235 0.010426901877908717
0.02107892782177913 0.010129866709643465
0.024080907604495404 0.009867342105570021
0.02762468510388079 0.009779542700887588
0.031485824070432475 0.009635761549549695
0.03580223640846704 0.009794121705547458
0.040688230107456855 0.009900123367405462
0.04664878312023503 0.010547852214214747
0.053159072135029566 0.011325608096732956
0.06055516369643663 0.012211174053830418
0.06912922324324658 0.01300286590097184
0.073536889143842 0.013377662611479612
0.08039694657069564 0.01294681369563528
0.0848309973887159 0.013189959872136043
0.08949717232916336 0.013448519888497205
0.0944064819017865 0.013723511066747747
0.09957037585169946 0.014016020033536435
0.10500074940602654 0.014327206313033478
0.11070995313884101 0.014658306404689691
0.11671081842312266 0.015010639908503957
0.12301665948009781 0.015385612750572236
0.12964129348290765 0.015784722642566848
0.13659905848448128 0.016209564228811577
0.14390482578953484 0.01666183331655691
0.1515740207267299 0.017143331973103807
0.15962264516204258 0.017655973550515496
0.16806728962073234 0.01820178568693139
0.17692517279079545 0.0187829167005393
0.18621415197104027 0.019401636880358692
0.19595275804635529 0.020060342399741048
0.20616022413554427 0.020761557063225508
0.21685652064348368 0.021507933575242274
0.22806238870777165 0.022302252734957315
0.23979938378551366 0.023147422226985948
0.2520899156180931 0.024046472301992756
0.26495729866666634 0.02500255042543348
0.27842580286841184 0.0260189126919295
0.2925207079722552 0.027098912065723176
0.3072683679326114 0.028245984288720456
0.3226962805370786 0.029463630115376577
0.3388331514861709 0.030755390911124458
0.3557089759918742 0.03212482191412655
0.37335513005073395 0.033575461280884296
0.391804446052392 0.035110788248139374
0.4110913231658161 0.036734181651137905
0.43125183242867954 0.03844886917235787
0.45232381179342557 0.040257864856630694
0.47434700830653376 0.04216390957526552
0.4973631864537476 0.044169392777267696
0.5214162736341068 0.04627627396028675
0.546552496761073 0.0484859910306101
0.5728205429639621 0.050799364591927396
0.6002717105015234 0.053216487545097266
0.6289600850117691 0.05573660993466059
0.6589427129964577 0.05835800928507091
0.6902797953074048 0.06107785201851979
0.7230348810276244 0.06389203686327531
0.7572750744569002 0.06679502035434885
0.7930712551686102 0.069779618583659
0.8304982994710741 0.07283677229526617
0.869635325616739 0.07595527142113828
0.910565935653576 0.07912141301269594
0.9533784773362709 0.08231858072170528
0.9981663132696156 0.08552671704635034
1.0450281050688661 0.08872166633940529
1.0940681048267928 0.09187436637352708
1.1453964649909485 0.0949498909562143
1.1991295564047733 0.09790637562457533
1.2553903054616502 0.1006939312205755
1.3143085434853892 0.1032537398931178
1.376021371610129 0.10551765031450096
1.4406735479898112 0.10740869904861823
1.5084178873696685 0.10884302534907578
1.579415684014472 0.1097335634664987
1.6538371593976955 0.10999562295579608
1.7318619273071534 0.10955403732475229
1.813679489149702 0.10835108017161779
1.899489754331136 0.10635397439304736
1.9895035924582662 0.10356070901319547
2.083943415286198 0.10000308596183735
2.183043793754455 0.09574638877027047
2.287052112745048 0.09088566201443932
2.396229263100309 0.08553915809221621
2.510850378443966 0.07983991310489685
2.6312056140965825 0.07392660455028587
2.7576009757864743 0.06793480027837114
2.890359197802836 0.06198949714532809
3.0298206753082297 0.05619952750470679
3.176344453938138 0.050654070595833836
3.3303092788050117 0.045421204279624545
3.4921147076679566 0.04054820901776631
3.662182291823225 0.03606320920939271
3.8409568268954506 0.03197769791252009
4.028907679356272 0.02828951819954916
4.226530191955104 0.024985947731133776
4.434347172588249 0.02204662423262818
4.6529104704141 0.019446142262269962
4.8828026461021405 0.017156232116550464
5.124638738991663 0.01514749623901092
5.37906813770276 0.01339072213443431
5.646776560442525 0.011857818355038777
5.928488150039631 0.010522433636303926
6.224967690691116 0.009360322187957078
6.537022953606438 0.00834951479229953
6.865507178053847 0.00747034826098354
7.21132169642681 0.006705396891334855
7.5754187106059545 0.006039340762628029
7.9588042295130945 0.005458797365670173
